b9_s13_41,41,0.4,0.0
b9_s10_41,41,0.6,0.0
b9_s1_41,41,0.6,1.0
b9_s8_41,41,0.8,1.0
b9_s5_41,41,0.2,0.0
b9_s6_41,41,0.5,1.0
b9_s12_41,41,0.5,0.0
b9_s11_41,41,0.6,0.0
b9_s7_41,41,0.6,0.0
b9_s2_41,41,0.9,0.0
b9_s0_41,41,0.5,1.0
b9_s9_41,41,0.8,1.0
b9_s15_41,41,0.8,1.0
b9_s3_41,41,0.7,1.0
b9_s4_41,41,0.4,1.0
b9_s5_11,11,0.4,1.0
b9_s2_11,11,0.4,0.0
b9_s0_11,11,0.5,0.0
b9_s8_11,11,0.9,1.0
b9_s7_11,11,0.9,0.0
b9_s6_11,11,0.4,0.0
b9_s12_11,11,0.7,0.0
b9_s15_11,11,0.6,1.0
b9_s13_11,11,0.7,1.0
b9_s11_11,11,0.6,0.0
b9_s10_11,11,0.7,0.0
b9_s9_11,11,0.6,0.0
b9_s4_11,11,0.6,0.0
b9_s3_11,11,0.4,0.0
b9_s1_11,11,0.7,1.0
b9_s14_11,11,0.6,0.0
b9_s7_44,44,0.4,1.0
b9_s4_44,44,0.5,1.0
b9_s11_44,44,0.8,0.0
b9_s12_44,44,0.6,0.0
b9_s10_44,44,0.3,0.0
b9_s1_44,44,0.8,1.0
b9_s14_44,44,0.3,0.0
b9_s8_44,44,0.6,0.0
b9_s3_44,44,0.7,1.0
b9_s13_44,44,0.5,0.0
b9_s15_44,44,0.5,1.0
b9_s9_44,44,0.2,1.0
b9_s2_44,44,0.6,1.0
b9_s0_44,44,0.5,1.0
b9_s5_44,44,0.5,1.0
b9_s6_44,44,0.5,1.0
b9_s7_14,14,0.7,0.0
b9_s0_14,14,0.8,0.0
b9_s2_14,14,0.6,1.0
b9_s10_14,14,0.4,1.0
b9_s14_14,14,0.6,0.0
b9_s8_14,14,0.6,0.0
b9_s1_14,14,0.7,1.0
b9_s15_14,14,0.4,1.0
b9_s5_14,14,0.8,0.0
b9_s11_14,14,0.6,1.0
b9_s4_14,14,0.6,0.0
b9_s9_14,14,0.4,0.0
b9_s3_14,14,0.9,1.0
b9_s6_14,14,0.6,1.0
b9_s13_14,14,0.8,0.0
b9_s12_14,14,0.8,0.0
b10_s6_41,41,0.3,1.0
b10_s4_41,41,0.4,1.0
b10_s5_41,41,0.3,0.0
b10_s15_41,41,0.6,1.0
b10_s2_41,41,0.4,0.0
b10_s14_41,41,0.3,0.0
b10_s1_41,41,0.5,1.0
b10_s11_41,41,0.5,0.0
b10_s7_41,41,0.6,1.0
b10_s13_41,41,0.4,1.0
b10_s9_41,41,0.2,0.0
b10_s3_41,41,0.3,1.0
b10_s10_41,41,0.6,1.0
b10_s7_11,11,0.8,0.0
b10_s15_11,11,0.7,0.0
b10_s12_11,11,0.0,1.0
b10_s13_11,11,0.6,0.0
b10_s6_11,11,0.6,0.0
b10_s8_11,11,0.8,0.0
b10_s1_11,11,0.3,0.0
b10_s10_11,11,0.8,0.0
b10_s2_11,11,0.9,0.0
b10_s14_11,11,0.9,1.0
b10_s4_11,11,0.5,0.0
b10_s5_11,11,0.7,0.0
b10_s3_11,11,0.8,0.0
b10_s9_11,11,0.2,0.0
b10_s14_44,44,0.7,1.0
b10_s6_44,44,0.5,0.0
b10_s10_44,44,0.5,1.0
b10_s2_44,44,0.6,0.0
b10_s13_44,44,0.3,0.0
b10_s12_44,44,0.3,1.0
b10_s9_44,44,0.6,0.0
b10_s1_44,44,0.8,0.0
b10_s11_44,44,0.6,1.0
b10_s5_44,44,0.3,1.0
b10_s4_44,44,0.6,1.0
b10_s8_44,44,0.8,1.0
b10_s3_44,44,0.4,1.0
b10_s7_44,44,0.8,1.0
b10_s1_14,14,0.8,1.0
b10_s3_14,14,0.8,1.0
b10_s2_14,14,0.7,0.0
b10_s6_14,14,0.8,1.0
b10_s4_14,14,0.7,0.0
b10_s10_14,14,0.7,1.0
b10_s14_14,14,0.4,0.0
b10_s13_14,14,0.9,0.0
b10_s9_14,14,0.7,1.0
b10_s11_14,14,0.5,1.0
b10_s5_14,14,0.1,1.0
b10_s7_14,14,0.5,1.0
b10_s15_14,14,0.7,0.0
b10_s12_14,14,0.8,0.0
b10_s8_14,14,1.0,1.0
b11_s15_41,41,0.6,1.0
b11_s9_41,41,0.6,1.0
b11_s10_41,41,0.6,1.0
b11_s3_41,41,0.6,1.0
b11_s11_41,41,0.4,1.0
b11_s13_41,41,0.2,1.0
b11_s4_41,41,0.4,1.0
b11_s1_41,41,0.3,1.0
b11_s0_41,41,0.9,0.0
b11_s14_41,41,0.5,0.0
b11_s6_41,41,0.8,1.0
b11_s12_41,41,0.5,0.0
b11_s7_41,41,0.6,1.0
b11_s8_41,41,0.4,1.0
b11_s2_41,41,0.4,1.0
b11_s6_11,11,0.5,0.0
b11_s12_11,11,0.8,1.0
b11_s9_11,11,0.6,0.0
b11_s15_11,11,0.4,0.0
b11_s2_11,11,0.7,0.0
b11_s4_11,11,0.7,0.0
b11_s7_11,11,0.7,1.0
b11_s11_11,11,0.7,0.0
b11_s3_11,11,0.4,0.0
b11_s5_11,11,0.4,0.0
b11_s13_11,11,0.6,0.0
b11_s8_11,11,0.8,0.0
b11_s9_44,44,0.9,1.0
b11_s8_44,44,0.5,1.0
b11_s1_44,44,0.7,1.0
b11_s5_44,44,0.6,1.0
b11_s0_44,44,0.4,0.0
b11_s13_44,44,0.5,1.0
b11_s14_44,44,0.6,1.0
b11_s7_44,44,0.8,1.0
b11_s2_44,44,0.6,0.0
b11_s6_44,44,0.6,1.0
b11_s4_44,44,0.6,0.0
b11_s3_44,44,0.4,1.0
b11_s11_44,44,0.4,1.0
b11_s12_44,44,0.5,1.0
b11_s15_44,44,0.6,1.0
b11_s14_14,14,0.5,1.0
b11_s4_14,14,0.6,1.0
b11_s13_14,14,0.8,1.0
b11_s0_14,14,0.6,0.0
b11_s9_14,14,0.5,0.0
b11_s15_14,14,0.6,0.0
b11_s8_14,14,0.7,1.0
b11_s3_14,14,0.4,1.0
b11_s12_14,14,0.6,0.0
b11_s7_14,14,0.6,1.0
b11_s11_14,14,0.4,0.0
b11_s2_14,14,0.4,1.0
b11_s5_14,14,0.6,0.0
b11_s1_14,14,0.7,0.0
b12_s11_41,41,0.7,0.0
b12_s2_41,41,0.7,1.0
b12_s7_41,41,0.8,1.0
b12_s5_41,41,0.6,1.0
b12_s6_41,41,0.6,1.0
b12_s14_41,41,0.7,1.0
b12_s3_41,41,0.4,1.0
b12_s0_41,41,0.8,1.0
b12_s13_41,41,0.6,1.0
b12_s4_41,41,0.5,1.0
b12_s4_11,11,0.6,0.0
b12_s3_11,11,0.7,1.0
b12_s9_11,11,0.5,0.0
b12_s12_11,11,0.6,1.0
b12_s15_11,11,0.8,1.0
b12_s6_11,11,0.4,1.0
b12_s13_11,11,0.8,0.0
b12_s8_11,11,0.5,1.0
b12_s7_11,11,0.8,1.0
b12_s10_11,11,0.9,1.0
b12_s14_11,11,0.2,0.0
b12_s12_44,44,0.7,1.0
b12_s4_44,44,0.6,1.0
b12_s0_44,44,0.6,1.0
b12_s1_44,44,0.6,1.0
b12_s9_44,44,0.7,1.0
b12_s8_44,44,0.4,1.0
b12_s11_44,44,0.6,1.0
b12_s5_44,44,0.5,1.0
b12_s4_14,14,0.6,0.0
b12_s11_14,14,0.4,0.0
b12_s13_14,14,0.6,0.0
b12_s10_14,14,0.6,0.0
b12_s9_14,14,0.7,1.0
b12_s14_14,14,0.6,0.0
b13_s14_41,41,0.4,1.0
b13_s8_41,41,0.6,1.0
b13_s2_41,41,0.2,1.0
b13_s7_41,41,0.5,1.0
b13_s15_41,41,0.2,1.0
b13_s0_41,41,0.6,1.0
b13_s10_41,41,0.4,1.0
b13_s5_41,41,0.4,1.0
b13_s5_11,11,0.5,0.0
b13_s1_11,11,0.7,1.0
b13_s3_11,11,0.7,1.0
b13_s4_11,11,0.4,0.0
b13_s11_11,11,0.4,0.0
b13_s8_11,11,0.5,1.0
b13_s10_11,11,0.6,0.0
b13_s15_11,11,0.6,1.0
b13_s0_44,44,0.4,1.0
b13_s7_44,44,0.6,1.0
b13_s5_44,44,0.7,1.0
b13_s13_44,44,0.4,1.0
b13_s3_44,44,0.4,1.0
b13_s15_44,44,0.6,1.0
b13_s8_44,44,0.5,1.0
b13_s9_44,44,0.5,1.0
b13_s11_44,44,0.6,1.0
b13_s2_44,44,0.6,1.0
b13_s4_44,44,0.8,0.0
b13_s14_44,44,0.6,1.0
b13_s12_44,44,0.5,1.0
b13_s10_14,14,0.9,0.0
b13_s0_14,14,0.6,0.0
b13_s3_14,14,0.7,0.0
b13_s8_14,14,0.5,1.0
b13_s13_14,14,0.5,0.0
b13_s15_14,14,0.6,0.0
b13_s6_14,14,0.6,0.0
b13_s7_14,14,0.6,0.0
b13_s9_14,14,0.5,0.0
b13_s11_14,14,0.6,1.0
b13_s4_14,14,0.6,0.0
b13_s5_14,14,0.6,0.0
b13_s1_14,14,0.8,0.0
b14_s11_41,41,0.666666666667,1.0
b14_s8_41,41,0.333333333333,1.0
b14_s15_41,41,0.333333333333,1.0
b14_s3_41,41,0.666666666667,0.0
b14_s4_41,41,0.333333333333,0.0
b14_s9_41,41,0.666666666667,1.0
b14_s13_41,41,0.666666666667,1.0
b14_s12_41,41,1.0,1.0
b14_s7_41,41,0.333333333333,0.0
b14_s14_41,41,0.0,1.0
b14_s10_41,41,0.333333333333,0.0
b14_s1_41,41,0.333333333333,0.0
b14_s7_11,11,0.333333333333,1.0
b14_s12_11,11,0.333333333333,1.0
b14_s1_11,11,0.666666666667,1.0
b14_s0_11,11,0.333333333333,1.0
b14_s14_11,11,0.666666666667,1.0
b14_s11_11,11,0.333333333333,1.0
b14_s4_11,11,0.666666666667,1.0
b14_s5_11,11,0.666666666667,1.0
b14_s3_11,11,0.0,0.0
b14_s8_11,11,0.666666666667,1.0
b14_s2_11,11,0.666666666667,1.0
b14_s9_44,44,0.666666666667,1.0
b14_s6_44,44,0.666666666667,1.0
b14_s11_44,44,0.666666666667,1.0
b14_s2_44,44,0.333333333333,1.0
b14_s10_44,44,0.666666666667,1.0
b14_s8_44,44,0.666666666667,1.0
b14_s0_44,44,1.0,1.0
b14_s5_44,44,0.333333333333,0.0
b14_s7_44,44,0.666666666667,1.0
b14_s12_44,44,0.333333333333,1.0
b14_s14_44,44,0.0,1.0
b14_s1_44,44,0.666666666667,0.0
b14_s13_44,44,0.666666666667,1.0
b14_s15_44,44,0.666666666667,1.0
b14_s4_44,44,1.0,1.0
b14_s11_14,14,0.666666666667,0.0
b14_s7_14,14,0.666666666667,1.0
b14_s12_14,14,0.666666666667,0.0
b14_s10_14,14,0.666666666667,1.0
b14_s0_14,14,0.666666666667,0.0
b14_s9_14,14,0.666666666667,0.0
b14_s14_14,14,0.333333333333,1.0
b14_s5_14,14,1.0,1.0
b14_s8_14,14,0.666666666667,0.0
b14_s13_14,14,1.0,1.0
b14_s6_14,14,0.666666666667,1.0
b14_s3_14,14,1.0,1.0
b14_s15_14,14,0.666666666667,1.0
b14_s2_14,14,0.666666666667,0.0
b15_s10_41,41,0.666666666667,0.0
b15_s14_41,41,0.666666666667,1.0
b15_s15_41,41,0.333333333333,1.0
b15_s5_41,41,0.666666666667,1.0
b15_s9_41,41,1.0,1.0
b15_s13_41,41,0.666666666667,1.0
b15_s1_41,41,0.666666666667,1.0
b15_s11_41,41,0.333333333333,0.0
b15_s8_41,41,0.666666666667,1.0
b15_s12_41,41,0.333333333333,1.0
b15_s4_41,41,0.666666666667,1.0
b15_s6_41,41,0.666666666667,1.0
b15_s0_41,41,0.666666666667,0.0
b15_s6_11,11,0.666666666667,1.0
b15_s8_11,11,1.0,1.0
b15_s15_11,11,1.0,0.0
b15_s5_11,11,1.0,1.0
b15_s3_11,11,1.0,1.0
b15_s12_11,11,1.0,1.0
b15_s11_11,11,1.0,1.0
b15_s10_11,11,1.0,1.0
b15_s2_11,11,0.666666666667,1.0
b15_s1_11,11,1.0,1.0
b15_s0_11,11,1.0,1.0
b15_s7_11,11,0.666666666667,0.0
b15_s9_11,11,1.0,1.0
b15_s4_11,11,0.666666666667,1.0
b15_s1_44,44,0.333333333333,1.0
b15_s8_44,44,0.333333333333,0.0
b15_s2_44,44,0.333333333333,1.0
b15_s15_44,44,0.666666666667,0.0
b15_s6_44,44,0.333333333333,0.0
b15_s7_44,44,0.666666666667,1.0
b15_s4_44,44,0.666666666667,0.0
b15_s5_44,44,0.666666666667,0.0
b15_s9_44,44,0.333333333333,0.0
b15_s12_44,44,0.666666666667,1.0
b15_s3_44,44,0.666666666667,1.0
b15_s11_44,44,0.666666666667,1.0
b15_s13_44,44,0.666666666667,0.0
b15_s3_14,14,0.666666666667,1.0
b15_s8_14,14,0.666666666667,0.0
b15_s10_14,14,0.666666666667,1.0
b15_s4_14,14,1.0,0.0
b15_s15_14,14,0.666666666667,1.0
b15_s7_14,14,1.0,0.0
b15_s1_14,14,1.0,1.0
b15_s2_14,14,1.0,0.0
b15_s6_14,14,1.0,0.0
b15_s13_14,14,1.0,1.0
b15_s14_14,14,0.666666666667,1.0
b15_s11_14,14,1.0,0.0
b15_s5_14,14,1.0,1.0
b16_s15_41,41,0.7,1.0
b16_s14_41,41,0.8,1.0
b16_s0_41,41,0.6,1.0
b16_s10_41,41,0.7,0.0
b16_s3_41,41,0.9,1.0
b16_s6_41,41,0.4,1.0
b16_s5_41,41,0.4,1.0
b16_s2_41,41,0.4,1.0
b16_s13_41,41,0.3,1.0
b16_s9_41,41,0.5,1.0
b16_s7_41,41,0.7,1.0
b16_s11_41,41,0.5,1.0
b16_s1_41,41,0.6,0.0
b16_s15_11,11,0.7,1.0
b16_s0_11,11,0.7,0.0
b16_s12_11,11,0.7,0.0
b16_s9_11,11,0.6,1.0
b16_s4_11,11,0.9,0.0
b16_s11_11,11,0.9,1.0
b16_s3_11,11,0.3,0.0
b16_s6_11,11,0.5,0.0
b16_s1_11,11,0.5,1.0
b16_s8_11,11,0.4,1.0
b16_s13_11,11,0.8,1.0
b16_s7_11,11,0.8,1.0
b16_s2_11,11,0.8,1.0
b16_s14_11,11,0.3,0.0
b16_s10_11,11,0.9,1.0
b16_s5_11,11,0.7,1.0
b16_s5_44,44,0.8,0.0
b16_s8_44,44,0.8,0.0
b16_s2_44,44,0.8,1.0
b16_s1_44,44,0.8,0.0
b16_s9_44,44,0.5,1.0
b16_s14_44,44,0.4,1.0
b16_s11_44,44,0.7,1.0
b16_s13_44,44,0.2,0.0
b16_s10_44,44,0.8,1.0
b16_s15_44,44,0.7,1.0
b16_s4_44,44,0.9,0.0
b16_s6_44,44,0.7,1.0
b16_s3_44,44,0.2,1.0
b16_s7_44,44,0.3,1.0
b16_s12_44,44,0.4,1.0
b16_s0_44,44,0.7,1.0
b16_s1_14,14,0.9,1.0
b16_s12_14,14,0.9,1.0
b16_s5_14,14,0.9,0.0
b16_s15_14,14,0.7,0.0
b16_s6_14,14,0.7,0.0
b16_s4_14,14,0.8,1.0
b16_s2_14,14,0.7,1.0
b16_s10_14,14,0.6,0.0
b16_s11_14,14,0.6,1.0
b16_s7_14,14,0.9,1.0
b16_s3_14,14,0.9,1.0
b16_s8_14,14,0.8,0.0
b16_s14_14,14,0.2,1.0
b16_s0_14,14,0.7,0.0
b16_s9_14,14,0.9,0.0
b16_s13_14,14,0.9,1.0
b17_s4_41,41,0.7,1.0
b17_s12_41,41,0.3,0.0
b17_s7_41,41,0.4,1.0
b17_s8_41,41,0.5,1.0
b17_s5_41,41,0.4,1.0
b17_s2_41,41,0.5,1.0
b17_s6_41,41,0.5,1.0
b17_s13_41,41,0.5,1.0
b17_s3_41,41,0.6,1.0
b17_s14_41,41,0.7,1.0
b17_s15_41,41,0.6,1.0
b17_s10_41,41,0.5,1.0
b17_s11_41,41,0.6,1.0
b17_s0_41,41,0.5,1.0
b17_s9_41,41,0.2,1.0
b17_s1_41,41,0.5,1.0
b17_s9_11,11,0.4,1.0
b17_s13_11,11,0.6,1.0
b17_s15_11,11,0.6,1.0
b17_s12_11,11,0.7,1.0
b17_s14_11,11,0.6,1.0
b17_s4_11,11,0.7,1.0
b17_s7_11,11,0.9,1.0
b17_s6_11,11,0.7,0.0
b17_s2_11,11,0.8,1.0
b17_s3_11,11,0.8,1.0
b17_s0_11,11,0.9,1.0
b17_s11_11,11,0.8,1.0
b17_s8_11,11,0.4,1.0
b17_s1_11,11,0.7,1.0
b17_s5_11,11,0.6,0.0
b17_s2_44,44,0.8,1.0
b17_s15_44,44,0.9,1.0
b17_s0_44,44,0.5,1.0
b17_s9_44,44,0.9,1.0
b17_s10_44,44,0.5,0.0
b17_s7_44,44,0.4,1.0
b17_s3_44,44,0.6,1.0
b17_s12_44,44,0.8,1.0
b17_s5_44,44,0.9,1.0
b17_s13_44,44,0.6,1.0
b17_s6_44,44,0.5,1.0
b17_s14_44,44,0.6,1.0
b17_s1_44,44,0.7,1.0
b17_s8_44,44,0.6,1.0
b17_s4_44,44,0.5,1.0
b17_s1_14,14,0.7,0.0
b17_s4_14,14,0.7,0.0
b17_s8_14,14,0.5,0.0
b17_s10_14,14,0.8,0.0
b17_s7_14,14,0.9,0.0
b17_s12_14,14,0.5,0.0
b17_s11_14,14,0.5,1.0
b17_s9_14,14,0.5,1.0
b17_s15_14,14,0.6,1.0
b17_s0_14,14,0.7,0.0
b17_s13_14,14,0.7,1.0
b17_s6_14,14,0.6,0.0
b17_s5_14,14,0.5,0.0
b17_s2_14,14,0.6,1.0
b17_s14_14,14,0.8,0.0
b17_s3_14,14,0.6,1.0
b19_s12_41,41,0.6,1.0
b19_s14_41,41,0.5,1.0
b19_s7_41,41,0.4,1.0
b19_s10_41,41,0.6,1.0
b19_s11_41,41,0.4,1.0
b19_s4_41,41,0.3,1.0
b19_s15_41,41,0.4,1.0
b19_s5_41,41,0.4,1.0
b19_s2_41,41,0.8,1.0
b19_s1_41,41,0.6,1.0
b19_s13_41,41,0.6,1.0
b19_s6_41,41,0.4,1.0
b19_s9_41,41,0.6,1.0
b19_s3_41,41,0.5,1.0
b19_s0_41,41,0.4,1.0
b19_s8_41,41,0.6,1.0
b19_s14_11,11,0.8,1.0
b19_s5_11,11,0.5,1.0
b19_s15_11,11,0.8,1.0
b19_s2_11,11,0.5,1.0
b19_s7_11,11,0.7,0.0
b19_s0_11,11,0.8,1.0
b19_s10_11,11,0.7,1.0
b19_s13_11,11,0.8,0.0
b19_s9_11,11,0.8,1.0
b19_s12_11,11,0.8,1.0
b19_s1_11,11,0.7,1.0
b19_s3_11,11,0.7,1.0
b19_s6_11,11,0.8,1.0
b19_s4_11,11,0.7,1.0
b19_s11_11,11,0.8,1.0
b19_s1_44,44,0.6,1.0
b19_s10_44,44,0.7,1.0
b19_s5_44,44,0.8,1.0
b19_s2_44,44,0.7,0.0
b19_s8_44,44,0.5,1.0
b19_s6_44,44,0.4,1.0
b19_s13_44,44,0.5,1.0
b19_s0_44,44,0.7,1.0
b19_s7_44,44,0.4,1.0
b19_s4_44,44,0.3,1.0
b19_s3_44,44,0.8,1.0
b19_s11_44,44,0.6,1.0
b19_s9_44,44,0.5,1.0
b19_s12_44,44,0.5,1.0
b19_s15_44,44,0.7,1.0
b19_s14_44,44,0.6,1.0
b19_s0_14,14,0.6,1.0
b19_s5_14,14,0.7,0.0
b19_s2_14,14,0.7,1.0
b19_s14_14,14,0.7,0.0
b19_s9_14,14,0.6,0.0
b19_s15_14,14,0.7,0.0
b19_s4_14,14,0.9,1.0
b19_s8_14,14,0.6,0.0
b19_s11_14,14,0.8,1.0
b19_s3_14,14,0.9,1.0
b19_s1_14,14,0.6,1.0
b19_s12_14,14,0.6,1.0
b19_s7_14,14,0.6,1.0
b19_s10_14,14,0.8,1.0
b19_s6_14,14,0.8,1.0
b20_s2_41,41,0.666666666667,1.0
b20_s8_41,41,0.333333333333,1.0
b20_s11_41,41,0.333333333333,1.0
b20_s1_41,41,0.666666666667,1.0
b20_s15_41,41,0.666666666667,1.0
b20_s12_41,41,0.666666666667,1.0
b20_s13_41,41,0.333333333333,0.0
b20_s4_41,41,0.666666666667,1.0
b20_s10_41,41,0.666666666667,1.0
b20_s9_41,41,0.333333333333,1.0
b20_s0_41,41,0.333333333333,1.0
b20_s14_41,41,0.666666666667,1.0
b20_s6_41,41,0.666666666667,1.0
b20_s7_41,41,0.666666666667,1.0
b20_s1_11,11,1.0,1.0
b20_s14_11,11,1.0,1.0
b20_s5_11,11,0.666666666667,1.0
b20_s9_11,11,1.0,1.0
b20_s15_11,11,0.333333333333,1.0
b20_s7_11,11,1.0,1.0
b20_s4_11,11,1.0,1.0
b20_s6_11,11,1.0,1.0
b20_s12_11,11,1.0,1.0
b20_s2_11,11,1.0,1.0
b20_s0_11,11,0.666666666667,0.0
b20_s3_11,11,1.0,1.0
b20_s11_44,44,0.666666666667,0.0
b20_s12_44,44,0.666666666667,1.0
b20_s2_44,44,0.666666666667,1.0
b20_s4_44,44,0.333333333333,1.0
b20_s0_44,44,0.666666666667,1.0
b20_s7_44,44,0.666666666667,1.0
b20_s10_44,44,0.666666666667,1.0
b20_s9_44,44,0.666666666667,1.0
b20_s15_44,44,0.666666666667,1.0
b20_s14_44,44,1.0,1.0
b20_s1_44,44,0.666666666667,0.0
b20_s3_44,44,1.0,0.0
b20_s8_44,44,0.666666666667,1.0
b20_s13_44,44,0.666666666667,1.0
b20_s6_44,44,0.666666666667,1.0
b20_s5_44,44,1.0,1.0
b20_s3_14,14,1.0,1.0
b20_s2_14,14,1.0,1.0
b20_s4_14,14,0.666666666667,1.0
b20_s5_14,14,0.666666666667,1.0
b20_s1_14,14,1.0,0.0
b20_s13_14,14,1.0,1.0
b20_s11_14,14,1.0,1.0
b20_s14_14,14,1.0,0.0
b20_s7_14,14,0.666666666667,0.0
b20_s9_14,14,0.666666666667,1.0
b20_s0_14,14,0.666666666667,0.0
b20_s6_14,14,0.666666666667,1.0
b20_s12_14,14,0.333333333333,1.0
b20_s8_14,14,1.0,1.0
b20_s10_14,14,1.0,1.0
b21_s13_41,41,1.0,1.0
b21_s4_41,41,0.666666666667,1.0
b21_s10_41,41,0.666666666667,1.0
b21_s0_41,41,0.666666666667,1.0
b21_s1_41,41,0.666666666667,1.0
b21_s5_41,41,0.666666666667,1.0
b21_s12_41,41,0.666666666667,1.0
b21_s7_41,41,0.666666666667,1.0
b21_s9_41,41,0.666666666667,1.0
b21_s6_41,41,1.0,1.0
b21_s11_41,41,0.666666666667,1.0
b21_s8_41,41,0.666666666667,1.0
b21_s14_41,41,0.666666666667,1.0
b21_s3_41,41,0.333333333333,1.0
b21_s15_41,41,0.666666666667,1.0
b21_s7_11,11,0.333333333333,1.0
b21_s3_11,11,0.666666666667,1.0
b21_s5_11,11,1.0,1.0
b21_s14_11,11,0.666666666667,1.0
b21_s11_11,11,1.0,1.0
b21_s15_11,11,0.666666666667,1.0
b21_s1_11,11,0.666666666667,1.0
b21_s12_11,11,0.666666666667,1.0
b21_s6_11,11,1.0,0.0
b21_s8_11,11,1.0,1.0
b21_s13_11,11,0.666666666667,1.0
b21_s0_11,11,0.333333333333,1.0
b21_s10_11,11,0.666666666667,1.0
b21_s2_11,11,1.0,1.0
b21_s9_11,11,1.0,1.0
b21_s12_44,44,1.0,1.0
b21_s15_44,44,0.666666666667,1.0
b21_s0_44,44,1.0,0.0
b21_s5_44,44,0.666666666667,0.0
b21_s14_44,44,1.0,0.0
b21_s2_44,44,1.0,1.0
b21_s6_44,44,0.666666666667,0.0
b21_s8_44,44,0.333333333333,1.0
b21_s10_44,44,1.0,1.0
b21_s9_44,44,1.0,0.0
b21_s11_44,44,1.0,1.0
b21_s3_44,44,0.666666666667,1.0
b21_s13_44,44,1.0,1.0
b21_s4_44,44,1.0,1.0
b21_s7_44,44,1.0,0.0
b21_s10_14,14,0.666666666667,1.0
b21_s2_14,14,1.0,1.0
b21_s1_14,14,1.0,0.0
b21_s5_14,14,1.0,1.0
b21_s15_14,14,1.0,1.0
b21_s7_14,14,0.666666666667,0.0
b21_s8_14,14,1.0,1.0
b21_s13_14,14,1.0,0.0
b21_s3_14,14,1.0,1.0
b21_s4_14,14,0.666666666667,0.0
b21_s12_14,14,0.666666666667,0.0
b21_s11_14,14,1.0,1.0
b21_s14_14,14,0.666666666667,1.0
b21_s0_14,14,1.0,0.0
b23_s5_41,41,1.0,1.0
b23_s3_41,41,0.666666666667,1.0
b23_s0_41,41,0.333333333333,1.0
b23_s10_41,41,0.666666666667,1.0
b23_s8_41,41,1.0,1.0
b23_s13_41,41,0.666666666667,1.0
b23_s15_41,41,0.666666666667,1.0
b23_s14_41,41,0.666666666667,1.0
b23_s12_41,41,0.333333333333,1.0
b23_s4_41,41,0.666666666667,1.0
b23_s11_41,41,0.666666666667,1.0
b23_s6_41,41,1.0,1.0
b23_s2_41,41,1.0,1.0
b23_s1_41,41,1.0,1.0
b23_s8_11,11,1.0,1.0
b23_s0_11,11,1.0,1.0
b23_s11_11,11,1.0,1.0
b23_s9_11,11,0.666666666667,1.0
b23_s1_11,11,1.0,1.0
b23_s3_11,11,1.0,1.0
b23_s2_11,11,1.0,1.0
b23_s7_11,11,0.333333333333,1.0
b23_s5_11,11,0.666666666667,1.0
b23_s10_11,11,0.666666666667,1.0
b23_s15_11,11,1.0,1.0
b23_s14_11,11,0.666666666667,1.0
b23_s4_11,11,1.0,1.0
b23_s0_44,44,0.333333333333,1.0
b23_s8_44,44,0.666666666667,0.0
b23_s15_44,44,1.0,1.0
b23_s6_44,44,0.666666666667,1.0
b23_s4_44,44,1.0,1.0
b23_s9_44,44,1.0,1.0
b23_s3_44,44,1.0,1.0
b23_s10_44,44,0.666666666667,0.0
b23_s1_44,44,1.0,1.0
b23_s11_44,44,0.666666666667,1.0
b23_s14_44,44,0.333333333333,1.0
b23_s7_44,44,0.666666666667,1.0
b23_s2_44,44,0.666666666667,1.0
b23_s12_44,44,0.666666666667,1.0
b23_s14_14,14,1.0,1.0
b23_s6_14,14,1.0,1.0
b23_s12_14,14,1.0,1.0
b23_s1_14,14,1.0,1.0
b23_s3_14,14,1.0,1.0
b23_s5_14,14,0.666666666667,1.0
b23_s11_14,14,0.666666666667,1.0
b23_s4_14,14,0.666666666667,1.0
b23_s10_14,14,0.0,1.0
b23_s8_14,14,1.0,1.0
b23_s0_14,14,0.666666666667,1.0
b23_s2_14,14,0.333333333333,1.0
b23_s7_14,14,1.0,1.0
b23_s13_14,14,0.666666666667,0.0
